"Department"	"Vote"	"App id"	"MCOA id"	"Description"	"Appropriation Type"	"Output Expense Type"	"Functional Classification"	"Amount ($000)"	"Year"	"Amount_Type_Desc"	"Periodicity"
"Ministry of Economic Development"	"Communications"	69	69	"Policy Advice - Communications"	"Departmental Output Expenses"		"Transport and Communications"	5,648	2010	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	69	69	"Policy Advice - Communications"	"Departmental Output Expenses"		"Transport and Communications"	5,701	2011	"Estimated Actual"	"A"
"Ministry of Economic Development"	"Communications"	69	69	"Policy Advice - Communications"	"Departmental Output Expenses"		"Transport and Communications"	5,039	2012	"Main Estimates"	"A"
"Ministry of Economic Development"	"Communications"	71	71	"Management and Enforcement of the Radiocommunications Act 1989"	"Departmental Output Expenses"		"Transport and Communications"	9,575	2007	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	71	71	"Management and Enforcement of the Radiocommunications Act 1989"	"Departmental Output Expenses"		"Transport and Communications"	9,856	2008	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	71	71	"Management and Enforcement of the Radiocommunications Act 1989"	"Departmental Output Expenses"		"Transport and Communications"	9,323	2009	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	71	71	"Management and Enforcement of the Radiocommunications Act 1989"	"Departmental Output Expenses"		"Transport and Communications"	8,843	2010	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	71	71	"Management and Enforcement of the Radiocommunications Act 1989"	"Departmental Output Expenses"		"Transport and Communications"	7,792	2011	"Estimated Actual"	"A"
"Ministry of Economic Development"	"Communications"	71	71	"Management and Enforcement of the Radiocommunications Act 1989"	"Departmental Output Expenses"		"Transport and Communications"	9,894	2012	"Main Estimates"	"A"
"Ministry of Economic Development"	"Communications"	9384	9384	"Administration of Broadband Investment Mechanisms"	"Departmental Output Expenses"		"Other Economic"	797	2009	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	7594	7594	"Enforcement of Telecommunications Sector Regulation"	"Non-Departmental Output Expenses"		"Transport and Communications"	3,114	2007	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	7594	7594	"Enforcement of Telecommunications Sector Regulation"	"Non-Departmental Output Expenses"		"Transport and Communications"	6,473	2008	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	7594	7594	"Enforcement of Telecommunications Sector Regulation"	"Non-Departmental Output Expenses"		"Transport and Communications"	6,990	2009	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	7594	7594	"Enforcement of Telecommunications Sector Regulation"	"Non-Departmental Output Expenses"		"Transport and Communications"	6,558	2010	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	7594	7594	"Enforcement of Telecommunications Sector Regulation"	"Non-Departmental Output Expenses"		"Transport and Communications"	6,704	2011	"Estimated Actual"	"A"
"Ministry of Economic Development"	"Communications"	7594	7594	"Enforcement of Telecommunications Sector Regulation"	"Non-Departmental Output Expenses"		"Transport and Communications"	7,790	2012	"Main Estimates"	"A"
"Ministry of Economic Development"	"Communications"	8585	8585	"Provision of Textphone Access"	"Non-Departmental Output Expenses"		"Transport and Communications"	463	2007	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	9176	9176	"Administrative Support for Telecommunications Relay Equipment and Services"	"Non-Departmental Output Expenses"		"Transport and Communications"	569	2008	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	9176	9176	"Administrative Support for Telecommunications Relay Equipment and Services"	"Non-Departmental Output Expenses"		"Transport and Communications"	578	2009	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	9176	9176	"Administrative Support for Telecommunications Relay Equipment and Services"	"Non-Departmental Output Expenses"		"Transport and Communications"	1,360	2010	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	9176	9176	"Administrative Support for Telecommunications Relay Equipment and Services"	"Non-Departmental Output Expenses"		"Transport and Communications"	1,269	2011	"Estimated Actual"	"A"
"Ministry of Economic Development"	"Communications"	9176	9176	"Administrative Support for Telecommunications Relay Equipment and Services"	"Non-Departmental Output Expenses"		"Transport and Communications"	1,269	2012	"Main Estimates"	"A"
"Ministry of Economic Development"	"Communications"	5273	5273	"Contributions to International Telecommunications Organisations"	"Non-Departmental Other Expenses"		"Transport and Communications"	778	2007	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	5273	5273	"Contributions to International Telecommunications Organisations"	"Non-Departmental Other Expenses"		"Transport and Communications"	789	2008	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	5273	5273	"Contributions to International Telecommunications Organisations"	"Non-Departmental Other Expenses"		"Transport and Communications"	809	2009	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	5273	5273	"Contributions to International Telecommunications Organisations"	"Non-Departmental Other Expenses"		"Transport and Communications"	887	2010	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	5273	5273	"Contributions to International Telecommunications Organisations"	"Non-Departmental Other Expenses"		"Transport and Communications"	900	2011	"Estimated Actual"	"A"
"Ministry of Economic Development"	"Communications"	5273	5273	"Contributions to International Telecommunications Organisations"	"Non-Departmental Other Expenses"		"Transport and Communications"	930	2012	"Main Estimates"	"A"
"Ministry of Economic Development"	"Communications"	8819	8819	"Digital Strategy - High Speed Connectivity for Growth"	"Non-Departmental Other Expenses"		"Transport and Communications"	6,048	2007	"Actuals"	"M"
"Ministry of Economic Development"	"Communications"	8819	8819	"Digital Strategy - High Speed Connectivity for Growth"	"Non-Departmental Other Expenses"		"Transport and Communications"	6,571	2008	"Actuals"	"M"
"Ministry of Economic Development"	"Communications"	8819	8819	"Digital Strategy - High Speed Connectivity for Growth"	"Non-Departmental Other Expenses"		"Transport and Communications"	2,780	2009	"Actuals"	"M"
"Ministry of Economic Development"	"Communications"	9586	9586	"Broadband Investment (Rural Supply)"	"Non-Departmental Other Expenses"		"Transport and Communications"	1,000	2011	"Estimated Actual"	"A"
"Ministry of Economic Development"	"Communications"	9586	9586	"Broadband Investment (Rural Supply)"	"Non-Departmental Other Expenses"		"Transport and Communications"	47,000	2012	"Main Estimates"	"A"
"Ministry of Economic Development"	"Communications"	8586	8586	"Acquisition of Textphone Equipment"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	5	2008	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	8586	8586	"Acquisition of Textphone Equipment"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	92	2009	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	8586	8586	"Acquisition of Textphone Equipment"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	32	2010	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	8586	8586	"Acquisition of Textphone Equipment"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	200	2011	"Estimated Actual"	"A"
"Ministry of Economic Development"	"Communications"	8586	8586	"Acquisition of Textphone Equipment"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	200	2012	"Main Estimates"	"A"
"Ministry of Economic Development"	"Communications"	9361	9361	"Accelerating Broadband"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	1,000	2011	"Estimated Actual"	"A"
"Ministry of Economic Development"	"Communications"	9361	9361	"Accelerating Broadband"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	12,000	2012	"Main Estimates"	"A"
"Ministry of Economic Development"	"Communications"	9574	9574	"Broadband Investment (Schools)"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	200	2011	"Estimated Actual"	"A"
"Ministry of Economic Development"	"Communications"	9574	9574	"Broadband Investment (Schools)"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	11,360	2012	"Main Estimates"	"A"
"Ministry of Economic Development"	"Communications"	9585	9585	"Broadband Investment (Crown Company Capital Costs)"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	25,400	2010	"Actuals"	"A"
"Ministry of Economic Development"	"Communications"	9585	9585	"Broadband Investment (Crown Company Capital Costs)"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	39,000	2011	"Estimated Actual"	"A"
"Ministry of Economic Development"	"Communications"	9585	9585	"Broadband Investment (Crown Company Capital Costs)"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	520,000	2012	"Main Estimates"	"A"
"Ministry of Economic Development"	"Consumer Affairs"	8931	8933	"Policy Advice and Information on Consumer Issues"	"Departmental Output Expenses"		"Other Economic"	3,532	2007	"Actuals"	"A"
"Ministry of Economic Development"	"Consumer Affairs"	8932	8933	"Measurement and Product Safety Compliance and Enforcement"	"Departmental Output Expenses"		"Other Economic"	2,203	2007	"Actuals"	"A"
"Ministry of Economic Development"	"Consumer Affairs"	8932	8933	"Measurement and Product Safety Compliance and Enforcement"	"Departmental Output Expenses"		"Other Economic"	2,151	2008	"Actuals"	"A"
"Ministry of Economic Development"	"Consumer Affairs"	8931	8933	"Policy Advice and Information on Consumer Issues"	"Departmental Output Expenses"		"Other Economic"	3,477	2008	"Actuals"	"A"
"Ministry of Economic Development"	"Consumer Affairs"	8931	8933	"Policy Advice and Information on Consumer Issues"	"Departmental Output Expenses"		"Other Economic"	3,639	2009	"Actuals"	"A"
"Ministry of Economic Development"	"Consumer Affairs"	8932	8933	"Measurement and Product Safety Compliance and Enforcement"	"Departmental Output Expenses"		"Other Economic"	2,282	2009	"Actuals"	"A"
"Ministry of Economic Development"	"Consumer Affairs"	8932	8933	"Measurement and Product Safety Compliance and Enforcement"	"Departmental Output Expenses"		"Other Economic"	2,167	2010	"Actuals"	"A"
"Ministry of Economic Development"	"Consumer Affairs"	8931	8933	"Policy Advice and Information on Consumer Issues"	"Departmental Output Expenses"		"Other Economic"	3,781	2010	"Actuals"	"A"
"Ministry of Economic Development"	"Consumer Affairs"	8931	8933	"Policy Advice and Information on Consumer Issues"	"Departmental Output Expenses"		"Other Economic"	3,671	2011	"Estimated Actual"	"A"
"Ministry of Economic Development"	"Consumer Affairs"	8932	8933	"Measurement and Product Safety Compliance and Enforcement"	"Departmental Output Expenses"		"Other Economic"	2,281	2011	"Estimated Actual"	"A"
"Ministry of Economic Development"	"Consumer Affairs"	8931	8933	"Policy Advice and Information on Consumer Issues"	"Departmental Output Expenses"		"Other Economic"	3,565	2012	"Main Estimates"	"A"
"Ministry of Economic Development"	"Consumer Affairs"	8932	8933	"Measurement and Product Safety Compliance and Enforcement"	"Departmental Output Expenses"		"Other Economic"	2,243	2012	"Main Estimates"	"A"
"Ministry of Economic Development"	"Consumer Affairs"	10046	10046	"Upgrading and Promoting the Consumer Powerswitch Website"	"Departmental Output Expenses"		"Other Economic"	1,072	2011	"Estimated Actual"	"M"
"Ministry of Economic Development"	"Consumer Affairs"	10046	10046	"Upgrading and Promoting the Consumer Powerswitch Website"	"Departmental Output Expenses"		"Other Economic"	1,250	2012	"Main Estimates"	"M"
"Ministry of Economic Development"	"Consumer Affairs"	8682	8682	"Provision of Data on Consumer Issues"	"Non-Departmental Output Expenses"		"Other Economic"	420	2008	"Actuals"	"A"
"Ministry of Economic Development"	"Consumer Affairs"	10037	10037	"Financial Service Providers Reserve Dispute Resolution Scheme"	"Non-Departmental Output Expenses"		"Other Economic"	1,709	2011	"Estimated Actual"	"A"
"Ministry of Economic Development"	"Consumer Affairs"	10037	10037	"Financial Service Providers Reserve Dispute Resolution Scheme"	"Non-Departmental Output Expenses"		"Other Economic"	1,694	2012	"Main Estimates"	"A"
"Ministry of Economic Development"	"Energy"	90	90	"Policy Advice on Energy and Resource Issues"	"Departmental Output Expenses"		"Fuel and Energy"	4,827	2007	"Actuals"	"A"
"Ministry of Economic Development"	"Energy"	90	90	"Policy Advice on Energy and Resource Issues"	"Departmental Output Expenses"		"Fuel and Energy"	5,293	2008	"Actuals"	"A"
"Ministry of Economic Development"	"Energy"	90	90	"Policy Advice on Energy and Resource Issues"	"Departmental Output Expenses"		"Fuel and Energy"	6,263	2009	"Actuals"	"A"
"Ministry of Economic Development"	"Energy"	90	90	"Policy Advice on Energy and Resource Issues"	"Departmental Output Expenses"		"Fuel and Energy"	7,034	2010	"Actuals"	"A"
"Ministry of Economic Development"	"Energy"	90	90	"Policy Advice on Energy and Resource Issues"	"Departmental Output Expenses"		"Fuel and Energy"	7,417	2011	"Estimated Actual"	"A"
"Ministry of Economic Development"	"Energy"	90	90	"Policy Advice on Energy and Resource Issues"	"Departmental Output Expenses"		"Fuel and Energy"	6,619	2012	"Main Estimates"	"A"
"Ministry of Economic Development"	"Energy"	91	91	"Management of the Crown Mineral Estate"	"Departmental Output Expenses"		"Fuel and Energy"	8,198	2007	"Actuals"	"A"
"Ministry of Economic Development"	"Energy"	91	91	"Management of the Crown Mineral Estate"	"Departmental Output Expenses"		"Fuel and Energy"	10,203	2008	"Actuals"	"A"
"Ministry of Economic Development"	"Energy"	91	91	"Management of the Crown Mineral Estate"	"Departmental Output Expenses"		"Fuel and Energy"	9,193	2009	"Actuals"	"A"
"Ministry of Economic Development"	"Energy"	91	91	"Management of the Crown Mineral Estate"	"Departmental Output Expenses"		"Fuel and Energy"	9,386	2010	"Actuals"	"A"
"Ministry of Economic Development"	"Energy"	91	91	"Management of the Crown Mineral Estate"	"Departmental Output Expenses"		"Fuel and Energy"	10,326	2011	"Estimated Actual"	"A"
"Ministry of Economic Development"	"Energy"	91	91	"Management of the Crown Mineral Estate"	"Departmental Output Expenses"		"Fuel and Energy"	14,871	2012	"Main Estimates"	"A"
"Ministry of Economic Development"	"Energy"	92	92	"Administration of Gas and Electricity Regulations"	"Departmental Output Expenses"		"Fuel and Energy"	5,397	2007	"Actuals"	"A"
"Ministry of Economic Development"	"Energy"	92	92	"Administration of Gas and Electricity Regulations"	"Departmental Output Expenses"		"Fuel and Energy"	4,239	2008	"Actuals"	"A"
