Department	vote	App id	MCOA id	Description	Revenue Type	Functional Classification	Amount ($000)	Year	Amount_Type_Desc	Periodicity
Ministry for Primary Industries	Agriculture and Forestry	9156	9156	Forestry Encouragement Loan Interest	Non-Tax Revenue	No Functional Classification	2171	2008	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	9156	9156	Forestry Encouragement Loan Interest	Non-Tax Revenue	No Functional Classification	2600	2009	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	9156	9156	Forestry Encouragement Loan Interest	Non-Tax Revenue	No Functional Classification	2990	2010	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	9156	9156	Forestry Encouragement Loan Interest	Non-Tax Revenue	No Functional Classification	1004	2011	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	9156	9156	Forestry Encouragement Loan Interest	Non-Tax Revenue	No Functional Classification	842	2012	Estimated Actual	A
Ministry for Primary Industries	Agriculture and Forestry	9177	9177	New Zealand Emissions Trading Scheme Fees	Non-Tax Revenue	No Functional Classification	101	2009	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	9177	9177	New Zealand Emissions Trading Scheme Fees	Non-Tax Revenue	No Functional Classification	221	2010	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	9177	9177	New Zealand Emissions Trading Scheme Fees	Non-Tax Revenue	No Functional Classification	498	2011	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	9177	9177	New Zealand Emissions Trading Scheme Fees	Non-Tax Revenue	No Functional Classification	500	2012	Estimated Actual	A
Ministry for Primary Industries	Agriculture and Forestry	10063	10063	Global Research Alliance funding from other countries	Non-Tax Revenue	No Functional Classification	34	2011	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	5069	5069	Forestry Encouragement Loans	Capital Receipts	No Functional Classification	2088	2008	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	5069	5069	Forestry Encouragement Loans	Capital Receipts	No Functional Classification	2907	2009	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	5069	5069	Forestry Encouragement Loans	Capital Receipts	No Functional Classification	5358	2010	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	5069	5069	Forestry Encouragement Loans	Capital Receipts	No Functional Classification	4255	2011	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	5069	5069	Forestry Encouragement Loans	Capital Receipts	No Functional Classification	1553	2012	Estimated Actual	A
Ministry for Primary Industries	Agriculture and Forestry	5070	5070	Irrigation Suspensory Loan Refunds	Capital Receipts	No Functional Classification	66	2008	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	5873	5873	Sale of Forestry Assets	Capital Receipts	No Functional Classification	4724	2009	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	5873	5873	Sale of Forestry Assets	Capital Receipts	No Functional Classification	27	2010	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	5873	5873	Sale of Forestry Assets	Capital Receipts	No Functional Classification	1985	2011	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	5873	5873	Sale of Forestry Assets	Capital Receipts	No Functional Classification	14997	2012	Estimated Actual	A
Ministry for Primary Industries	Agriculture and Forestry	9514	9514	New Zealand Fast Forward Fund	Capital Receipts	No Functional Classification	715580	2009	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	9514	9514	New Zealand Fast Forward Fund	Capital Receipts	No Functional Classification	39	2010	Actuals	A
Ministry for Primary Industries	Biosecurity	6122	6122	Biosecurity Act 1993 Fines	Non-Tax Revenue	No Functional Classification	812	2008	Actuals	A
Ministry for Primary Industries	Biosecurity	6122	6122	Biosecurity Act 1993 Fines	Non-Tax Revenue	No Functional Classification	742	2009	Actuals	A
Ministry for Primary Industries	Biosecurity	6122	6122	Biosecurity Act 1993 Fines	Non-Tax Revenue	No Functional Classification	989	2010	Actuals	A
Ministry for Primary Industries	Biosecurity	6122	6122	Biosecurity Act 1993 Fines	Non-Tax Revenue	No Functional Classification	1545	2011	Actuals	A
Ministry for Primary Industries	Biosecurity	6122	6122	Biosecurity Act 1993 Fines	Non-Tax Revenue	No Functional Classification	1100	2012	Estimated Actual	A
Ministry for Primary Industries	Fisheries	1370	1370	Deemed Values	Non-Tax Revenue	No Functional Classification	10853	2008	Actuals	A
Ministry for Primary Industries	Fisheries	1370	1370	Deemed Values	Non-Tax Revenue	No Functional Classification	5590	2009	Actuals	A
Ministry for Primary Industries	Fisheries	1370	1370	Deemed Values	Non-Tax Revenue	No Functional Classification	2724	2010	Actuals	A
Ministry for Primary Industries	Fisheries	1370	1370	Deemed Values	Non-Tax Revenue	No Functional Classification	3808	2011	Actuals	A
Ministry for Primary Industries	Fisheries	1370	1370	Deemed Values	Non-Tax Revenue	No Functional Classification	6365	2012	Estimated Actual	A
Ministry for Primary Industries	Fisheries	1371	1371	Fisheries Revenue from Forfeitures	Non-Tax Revenue	No Functional Classification	263	2008	Actuals	A
Ministry for Primary Industries	Fisheries	1371	1371	Fisheries Revenue from Forfeitures	Non-Tax Revenue	No Functional Classification	75	2009	Actuals	A
Ministry for Primary Industries	Fisheries	1371	1371	Fisheries Revenue from Forfeitures	Non-Tax Revenue	No Functional Classification	1371	2010	Actuals	A
Ministry for Primary Industries	Fisheries	1371	1371	Fisheries Revenue from Forfeitures	Non-Tax Revenue	No Functional Classification	1765	2011	Actuals	A
Ministry for Primary Industries	Fisheries	1371	1371	Fisheries Revenue from Forfeitures	Non-Tax Revenue	No Functional Classification	150	2012	Estimated Actual	A
Ministry for Primary Industries	Fisheries	1372	1372	Fisheries Research Catch	Non-Tax Revenue	No Functional Classification	16	2008	Actuals	A
Ministry for Primary Industries	Fisheries	1372	1372	Fisheries Research Catch	Non-Tax Revenue	No Functional Classification	201	2010	Actuals	A
Ministry for Primary Industries	Fisheries	1374	1374	Sale of Quota Shares and ACE	Non-Tax Revenue	No Functional Classification	1615	2008	Actuals	A
Ministry for Primary Industries	Fisheries	1374	1374	Sale of Quota Shares and ACE	Non-Tax Revenue	No Functional Classification	645	2009	Actuals	A
Ministry for Primary Industries	Fisheries	1374	1374	Sale of Quota Shares and ACE	Non-Tax Revenue	No Functional Classification	110	2010	Actuals	A
Ministry for Primary Industries	Fisheries	1374	1374	Sale of Quota Shares and ACE	Non-Tax Revenue	No Functional Classification	2358	2011	Actuals	A
Ministry for Primary Industries	Fisheries	1374	1374	Sale of Quota Shares and ACE	Non-Tax Revenue	No Functional Classification	973	2012	Estimated Actual	A
Ministry for Primary Industries	Fisheries	1378	1378	Cost Recovery	Non-Tax Revenue	No Functional Classification	29670	2008	Actuals	A
Ministry for Primary Industries	Fisheries	1378	1378	Cost Recovery	Non-Tax Revenue	No Functional Classification	27857	2009	Actuals	A
Ministry for Primary Industries	Fisheries	1378	1378	Cost Recovery	Non-Tax Revenue	No Functional Classification	32356	2010	Actuals	A
Ministry for Primary Industries	Fisheries	1378	1378	Cost Recovery	Non-Tax Revenue	No Functional Classification	24167	2011	Actuals	A
Ministry for Primary Industries	Fisheries	1378	1378	Cost Recovery	Non-Tax Revenue	No Functional Classification	28599	2012	Estimated Actual	A
Ministry for Primary Industries	Fisheries	1379	1379	Conservation Levy	Non-Tax Revenue	No Functional Classification	1287	2008	Actuals	A
Ministry for Primary Industries	Fisheries	1379	1379	Conservation Levy	Non-Tax Revenue	No Functional Classification	1329	2009	Actuals	A
Ministry for Primary Industries	Fisheries	1379	1379	Conservation Levy	Non-Tax Revenue	No Functional Classification	1373	2010	Actuals	A
Ministry for Primary Industries	Fisheries	1379	1379	Conservation Levy	Non-Tax Revenue	No Functional Classification	1873	2011	Actuals	A
Ministry for Primary Industries	Fisheries	1379	1379	Conservation Levy	Non-Tax Revenue	No Functional Classification	1865	2012	Estimated Actual	A
Ministry for Primary Industries	Fisheries	5348	5348	Doubtful Debts Recovered	Non-Tax Revenue	No Functional Classification	61	2008	Actuals	A
Ministry for Primary Industries	Fisheries	5348	5348	Doubtful Debts Recovered	Non-Tax Revenue	No Functional Classification	155	2012	Estimated Actual	A
Ministry for Primary Industries	Fisheries	7527	7527	Other Revenue	Non-Tax Revenue	No Functional Classification	647	2008	Actuals	A
Ministry for Primary Industries	Fisheries	7527	7527	Other Revenue	Non-Tax Revenue	No Functional Classification	141	2009	Actuals	A
Ministry for Primary Industries	Fisheries	7527	7527	Other Revenue	Non-Tax Revenue	No Functional Classification	144	2010	Actuals	A
Ministry for Primary Industries	Fisheries	7527	7527	Other Revenue	Non-Tax Revenue	No Functional Classification	73	2011	Actuals	A
Ministry for Primary Industries	Fisheries	7527	7527	Other Revenue	Non-Tax Revenue	No Functional Classification	50	2012	Estimated Actual	A
Ministry for Primary Industries	Fisheries	7678	7678	Infringement Notice Revenue	Non-Tax Revenue	No Functional Classification	158	2008	Actuals	A
Ministry for Primary Industries	Fisheries	7678	7678	Infringement Notice Revenue	Non-Tax Revenue	No Functional Classification	197	2009	Actuals	A
Ministry for Primary Industries	Fisheries	7678	7678	Infringement Notice Revenue	Non-Tax Revenue	No Functional Classification	223	2010	Actuals	A
Ministry for Primary Industries	Fisheries	7678	7678	Infringement Notice Revenue	Non-Tax Revenue	No Functional Classification	150	2011	Actuals	A
Ministry for Primary Industries	Fisheries	7678	7678	Infringement Notice Revenue	Non-Tax Revenue	No Functional Classification	231	2012	Estimated Actual	A
Ministry for Primary Industries	Fisheries	9354	9354	Crown Quota / ACE	Non-Tax Revenue	No Functional Classification	40	2012	Estimated Actual	A
Ministry for Primary Industries	Primary Industries	10548	10548	Biosecurity Act Fines	Non-Tax Revenue	No Functional Classification	1000	2013	Main Estimates	A
Ministry for Primary Industries	Primary Industries	10549	10549	Conservation Levy	Non-Tax Revenue	No Functional Classification	1053	2013	Main Estimates	A
Ministry for Primary Industries	Primary Industries	10550	10550	Cost Recovery from Fisheries Industry	Non-Tax Revenue	No Functional Classification	33273	2013	Main Estimates	A
Ministry for Primary Industries	Primary Industries	10552	10552	Dairy Industry Levy	Non-Tax Revenue	No Functional Classification	250	2013	Main Estimates	A
Ministry for Primary Industries	Primary Industries	10553	10553	Deemed Value for Over-fishing	Non-Tax Revenue	No Functional Classification	2500	2013	Main Estimates	A
Ministry for Primary Industries	Primary Industries	10554	10554	Fisheries Act Infringement Notices	Non-Tax Revenue	No Functional Classification	125	2013	Main Estimates	A
Ministry for Primary Industries	Primary Industries	10555	10555	Forestry Encouragement Loan Interest	Non-Tax Revenue	No Functional Classification	773	2013	Main Estimates	A
Ministry for Primary Industries	Primary Industries	10556	10556	Forfeitures for fisheries offences	Non-Tax Revenue	No Functional Classification	150	2013	Main Estimates	A
Ministry for Primary Industries	Primary Industries	10558	10558	New Zealand Emissions Trading Scheme Fees	Non-Tax Revenue	No Functional Classification	500	2013	Main Estimates	A
Ministry for Primary Industries	Primary Industries	10559	10559	Sale of Forest Produce	Non-Tax Revenue	No Functional Classification	127001	2013	Main Estimates	A
Ministry for Primary Industries	Primary Industries	10560	10560	Sale Quota Shares & ACE	Non-Tax Revenue	No Functional Classification	100	2013	Main Estimates	A
Ministry for Primary Industries	Primary Industries	10561	10561	Miscellaneous Revenue	Non-Tax Revenue	No Functional Classification	50	2013	Main Estimates	A
Ministry for Primary Industries	Primary Industries	10562	10562	Forestry encouragement loan repayments	Capital Receipts	No Functional Classification	2316	2013	Main Estimates	A
Ministry of Social Development	Social Development	5385	5385	Interest Revenue	Non-Tax Revenue	No Functional Classification	46108	2008	Actuals	A
Ministry of Social Development	Social Development	5385	5385	Interest Revenue	Non-Tax Revenue	No Functional Classification	64122	2009	Actuals	A
Ministry of Social Development	Social Development	5385	5385	Interest Revenue	Non-Tax Revenue	No Functional Classification	68248	2010	Actuals	A
Ministry of Social Development	Social Development	5385	5385	Interest Revenue	Non-Tax Revenue	No Functional Classification	64029	2011	Actuals	A
Ministry of Social Development	Social Development	5385	5385	Interest Revenue	Non-Tax Revenue	No Functional Classification	57429	2012	Estimated Actual	A
Ministry of Social Development	Social Development	5386	5386	Maintenance Capitalisation	Non-Tax Revenue	No Functional Classification	175	2008	Actuals	A
Ministry of Social Development	Social Development	5386	5386	Maintenance Capitalisation	Non-Tax Revenue	No Functional Classification	323	2009	Actuals	A
Ministry of Social Development	Social Development	5386	5386	Maintenance Capitalisation	Non-Tax Revenue	No Functional Classification	483	2010	Actuals	A
Ministry of Social Development	Social Development	5386	5386	Maintenance Capitalisation	Non-Tax Revenue	No Functional Classification	142	2011	Actuals	A
Ministry of Social Development	Social Development	5386	5386	Maintenance Capitalisation	Non-Tax Revenue	No Functional Classification	60	2012	Estimated Actual	A
Ministry of Social Development	Social Development	5386	5386	Maintenance Capitalisation	Non-Tax Revenue	No Functional Classification	60	2013	Main Estimates	A
Ministry of Social Development	Social Development	5601	5601	Student Loan - Administration Fee	Non-Tax Revenue	No Functional Classification	8567	2008	Actuals	A
Ministry of Social Development	Social Development	5601	5601	Student Loan - Administration Fee	Non-Tax Revenue	No Functional Classification	9594	2009	Actuals	A
Ministry of Social Development	Social Development	5601	5601	Student Loan - Administration Fee	Non-Tax Revenue	No Functional Classification	10532	2010	Actuals	A
Ministry of Social Development	Social Development	5601	5601	Student Loan - Administration Fee	Non-Tax Revenue	No Functional Classification	11959	2011	Actuals	A
Ministry of Social Development	Social Development	5601	5601	Student Loan - Administration Fee	Non-Tax Revenue	No Functional Classification	12126	2012	Estimated Actual	A
Ministry of Social Development	Social Development	5601	5601	Student Loan - Administration Fee	Non-Tax Revenue	No Functional Classification	12167	2013	Main Estimates	A
Ministry of Social Development	Social Development	5387	5387	Benefit Recoveries - Current Debt	Capital Receipts	No Functional Classification	190446	2008	Actuals	A
Ministry of Social Development	Social Development	5387	5387	Benefit Recoveries - Current Debt	Capital Receipts	No Functional Classification	203331	2009	Actuals	A
Ministry of Social Development	Social Development	5387	5387	Benefit Recoveries - Current Debt	Capital Receipts	No Functional Classification	238027	2010	Actuals	A
Ministry of Social Development	Social Development	5387	5387	Benefit Recoveries - Current Debt	Capital Receipts	No Functional Classification	245240	2011	Actuals	A
Ministry of Social Development	Social Development	5387	5387	Benefit Recoveries - Current Debt	Capital Receipts	No Functional Classification	234786	2012	Estimated Actual	A
Ministry of Social Development	Social Development	5387	5387	Benefit Recoveries - Current Debt	Capital Receipts	No Functional Classification	249863	2013	Main Estimates	A
Ministry of Social Development	Social Development	5388	5388	Benefit Recoveries - Liable Parent Contributions	Capital Receipts	No Functional Classification	2414	2008	Actuals	A
Ministry of Social Development	Social Development	5388	5388	Benefit Recoveries - Liable Parent Contributions	Capital Receipts	No Functional Classification	2185	2009	Actuals	A
Ministry of Social Development	Social Development	5388	5388	Benefit Recoveries - Liable Parent Contributions	Capital Receipts	No Functional Classification	1894	2010	Actuals	A
Ministry of Social Development	Social Development	5388	5388	Benefit Recoveries - Liable Parent Contributions	Capital Receipts	No Functional Classification	1629	2011	Actuals	A
Ministry of Social Development	Social Development	5388	5388	Benefit Recoveries - Liable Parent Contributions	Capital Receipts	No Functional Classification	1246	2012	Estimated Actual	A
Ministry of Social Development	Social Development	5388	5388	Benefit Recoveries - Liable Parent Contributions	Capital Receipts	No Functional Classification	1092	2013	Main Estimates	A
Ministry of Social Development	Social Development	5389	5389	Benefit Recoveries - Non-Current Debt	Capital Receipts	No Functional Classification	80002	2008	Actuals	A
Ministry of Social Development	Social Development	5389	5389	Benefit Recoveries - Non-Current Debt	Capital Receipts	No Functional Classification	75617	2009	Actuals	A
Ministry of Social Development	Social Development	5389	5389	Benefit Recoveries - Non-Current Debt	Capital Receipts	No Functional Classification	78589	2010	Actuals	A
Ministry of Social Development	Social Development	5389	5389	Benefit Recoveries - Non-Current Debt	Capital Receipts	No Functional Classification	78429	2011	Actuals	A
Ministry of Social Development	Social Development	5389	5389	Benefit Recoveries - Non-Current Debt	Capital Receipts	No Functional Classification	76818	2012	Estimated Actual	A
Ministry of Social Development	Social Development	5389	5389	Benefit Recoveries - Non-Current Debt	Capital Receipts	No Functional Classification	78863	2013	Main Estimates	A
Ministry of Social Development	Social Development	5390	5390	Community Services Card Recoveries	Capital Receipts	No Functional Classification	93	2008	Actuals	A
Ministry of Social Development	Social Development	5391	5391	Overseas Pension Recoveries	Capital Receipts	No Functional Classification	147843	2008	Actuals	A
Ministry of Social Development	Social Development	5391	5391	Overseas Pension Recoveries	Capital Receipts	No Functional Classification	171989	2009	Actuals	A
Ministry of Social Development	Social Development	5391	5391	Overseas Pension Recoveries	Capital Receipts	No Functional Classification	164382	2010	Actuals	A
Ministry of Social Development	Social Development	5391	5391	Overseas Pension Recoveries	Capital Receipts	No Functional Classification	173546	2011	Actuals	A
Ministry of Social Development	Social Development	5391	5391	Overseas Pension Recoveries	Capital Receipts	No Functional Classification	172731	2012	Estimated Actual	A
Ministry of Social Development	Social Development	5391	5391	Overseas Pension Recoveries	Capital Receipts	No Functional Classification	184106	2013	Main Estimates	A
Ministry of Social Development	Social Development	5603	5603	Student Loans - Repayment of Principal	Capital Receipts	No Functional Classification	78817	2008	Actuals	A
Ministry of Social Development	Social Development	5603	5603	Student Loans - Repayment of Principal	Capital Receipts	No Functional Classification	90939	2009	Actuals	A
Ministry of Social Development	Social Development	5603	5603	Student Loans - Repayment of Principal	Capital Receipts	No Functional Classification	102163	2010	Actuals	A
Ministry of Social Development	Social Development	5603	5603	Student Loans - Repayment of Principal	Capital Receipts	No Functional Classification	110936	2011	Actuals	A
Ministry of Social Development	Social Development	5603	5603	Student Loans - Repayment of Principal	Capital Receipts	No Functional Classification	111660	2012	Estimated Actual	A
Ministry of Social Development	Social Development	5603	5603	Student Loans - Repayment of Principal	Capital Receipts	No Functional Classification	112551	2013	Main Estimates	A
