Department,Vote,App ID,MCOA ID,Description,Appropriation Type,Output Expense Type,Functional Classification,Amount ($000),Year,Amount_Type_Desc,Periodicity,Current Scope
Department of Conservation,Conservation,10346,10344,South Island Landless Natives Act,Non-Departmental Output Expenses,,Environmental Protection,"9,064",2014,Main Estimates,A,This output class is limited to the identification and implementation of protection of indigenous ecosystems in Maori ownership on South Island Landless Natives Act (SILNA) land.
Department of Conservation,Conservation,140,140,Compensation Payments,Non-Departmental Other Expenses,,Environmental Protection,60,2013,Estimated Actual,A,"This appropriation is limited to making obligatory compensation payments: when esplanade reserves are created, and upon vesting of coastal marine areas in the Crown."
Department of Conservation,Conservation,140,140,Compensation Payments,Non-Departmental Other Expenses,,Environmental Protection,60,2014,Main Estimates,A,"This appropriation is limited to making obligatory compensation payments: when esplanade reserves are created, and upon vesting of coastal marine areas in the Crown."
Department of Conservation,Conservation,144,144,Waikaremoana Lakebed Lease,Non-Departmental Other Expenses,,Environmental Protection,378,2009,Actuals,A,This appropriation is limited to payments made under the Lake Waikaremoana Act 1971 for the lease of the lakebed and foreshore for conservation purposes.
Department of Conservation,Conservation,144,144,Waikaremoana Lakebed Lease,Non-Departmental Other Expenses,,Environmental Protection,241,2010,Actuals,A,This appropriation is limited to payments made under the Lake Waikaremoana Act 1971 for the lease of the lakebed and foreshore for conservation purposes.
Department of Conservation,Conservation,144,144,Waikaremoana Lakebed Lease,Non-Departmental Other Expenses,,Environmental Protection,241,2011,Actuals,A,This appropriation is limited to payments made under the Lake Waikaremoana Act 1971 for the lease of the lakebed and foreshore for conservation purposes.
Department of Conservation,Conservation,144,144,Waikaremoana Lakebed Lease,Non-Departmental Other Expenses,,Environmental Protection,241,2012,Actuals,A,This appropriation is limited to payments made under the Lake Waikaremoana Act 1971 for the lease of the lakebed and foreshore for conservation purposes.
Department of Conservation,Conservation,144,144,Waikaremoana Lakebed Lease,Non-Departmental Other Expenses,,Environmental Protection,241,2013,Estimated Actual,A,This appropriation is limited to payments made under the Lake Waikaremoana Act 1971 for the lease of the lakebed and foreshore for conservation purposes.
Department of Conservation,Conservation,144,144,Waikaremoana Lakebed Lease,Non-Departmental Other Expenses,,Environmental Protection,241,2014,Main Estimates,A,This appropriation is limited to payments made under the Lake Waikaremoana Act 1971 for the lease of the lakebed and foreshore for conservation purposes.
Department of Conservation,Conservation,1246,1246,Purchase and Development of Reserves,Non-Departmental Other Expenses,,Environmental Protection,"1,602",2009,Actuals,A,"This appropriation is limited to the purchase of conservation land, including the purchase of reserves, and any associated administration costs as provided for under the Reserves Act 1977."
Department of Conservation,Conservation,5539,5539,Subscriptions to International Organisations,Non-Departmental Other Expenses,,Environmental Protection,303,2009,Actuals,A,This appropriation is limited to meeting annual subscriptions to international conservation organisations.
Department of Conservation,Conservation,5539,5539,Subscriptions to International Organisations,Non-Departmental Other Expenses,,Environmental Protection,337,2010,Actuals,A,This appropriation is limited to meeting annual subscriptions to international conservation organisations.
Department of Conservation,Conservation,5539,5539,Subscriptions to International Organisations,Non-Departmental Other Expenses,,Environmental Protection,314,2011,Actuals,A,This appropriation is limited to meeting annual subscriptions to international conservation organisations.
Department of Conservation,Conservation,5539,5539,Subscriptions to International Organisations,Non-Departmental Other Expenses,,Environmental Protection,302,2012,Actuals,A,This appropriation is limited to meeting annual subscriptions to international conservation organisations.
Department of Conservation,Conservation,5539,5539,Subscriptions to International Organisations,Non-Departmental Other Expenses,,Environmental Protection,405,2013,Estimated Actual,A,This appropriation is limited to meeting annual subscriptions to international conservation organisations.
Department of Conservation,Conservation,5539,5539,Subscriptions to International Organisations,Non-Departmental Other Expenses,,Environmental Protection,405,2014,Main Estimates,A,This appropriation is limited to meeting annual subscriptions to international conservation organisations.
Department of Conservation,Conservation,7038,7038,Matauranga Maori Fund,Non-Departmental Other Expenses,,Environmental Protection,283,2009,Actuals,A,This appropriation is limited to making grants to support initiatives to protect traditional Maori knowledge relating to NZ’s indigenous biodiversity.
