"UnitName"	"VoteName"	"AppropriationID"	"ParentAppropriationID"	"Description"	"Revenue Type"	"FunctionalClassification"	"Amount $(000)"	"Year"	"AmountType"	"Periodicity"
"Ministry of Transport"	"Transport"	923	923	"Motor Vehicle Registration"	"Tax Revenue"	"No Functional Classification"	" 174,548 "	2011	"Main Estimates"	"A"
"Ministry of Transport"	"Transport"	924	924	"Road User Charges"	"Tax Revenue"	"No Functional Classification"	" 731,163 "	2006	"Actuals"	"A"
"Ministry of Transport"	"Transport"	924	924	"Road User Charges"	"Tax Revenue"	"No Functional Classification"	" 785,749 "	2007	"Actuals"	"A"
"Ministry of Transport"	"Transport"	924	924	"Road User Charges"	"Tax Revenue"	"No Functional Classification"	" 850,949 "	2008	"Actuals"	"A"
"Ministry of Transport"	"Transport"	924	924	"Road User Charges"	"Tax Revenue"	"No Functional Classification"	" 867,649 "	2009	"Actuals"	"A"
"Ministry of Transport"	"Transport"	924	924	"Road User Charges"	"Tax Revenue"	"No Functional Classification"	" 894,079 "	2010	"Estimated Actual"	"A"
"Ministry of Transport"	"Transport"	924	924	"Road User Charges"	"Tax Revenue"	"No Functional Classification"	" 955,402 "	2011	"Main Estimates"	"A"
"Ministry of Transport"	"Transport"	8862	8862	"Fuel Excise Duty Refunds"	"Tax Revenue"	"No Functional Classification"	"-32,360 "	2006	"Actuals"	"A"
"Ministry of Transport"	"Transport"	8862	8862	"Fuel Excise Duty Refunds"	"Tax Revenue"	"No Functional Classification"	"-33,288 "	2007	"Actuals"	"A"
"Ministry of Transport"	"Transport"	8862	8862	"Fuel Excise Duty Refunds"	"Tax Revenue"	"No Functional Classification"	"-34,525 "	2008	"Actuals"	"A"
"Ministry of Transport"	"Transport"	8862	8862	"Fuel Excise Duty Refunds"	"Tax Revenue"	"No Functional Classification"	"-34,681 "	2009	"Actuals"	"A"
"Ministry of Transport"	"Transport"	8862	8862	"Fuel Excise Duty Refunds"	"Tax Revenue"	"No Functional Classification"	"-36,398 "	2010	"Estimated Actual"	"A"
"Ministry of Transport"	"Transport"	8862	8862	"Fuel Excise Duty Refunds"	"Tax Revenue"	"No Functional Classification"	"-38,312 "	2011	"Main Estimates"	"A"
"Ministry of Transport"	"Transport"	9391	9391	"Motor Vehicle Registration fee - administration cost"	"Tax Revenue"	"No Functional Classification"	" 43,725 "	2009	"Actuals"	"A"
"Ministry of Transport"	"Transport"	9394	9394	"Road User Charge transaction fee"	"Tax Revenue"	"No Functional Classification"	" 13,030 "	2009	"Actuals"	"A"
"Ministry of Transport"	"Transport"	925	925	"Infringements"	"Non-Tax Revenue"	"No Functional Classification"	" 67 "	2006	"Actuals"	"A"
"Ministry of Transport"	"Transport"	925	925	"Infringements"	"Non-Tax Revenue"	"No Functional Classification"	" 34 "	2007	"Actuals"	"A"
"Ministry of Transport"	"Transport"	925	925	"Infringements"	"Non-Tax Revenue"	"No Functional Classification"	" 100 "	2010	"Estimated Actual"	"A"
"Ministry of Transport"	"Transport"	925	925	"Infringements"	"Non-Tax Revenue"	"No Functional Classification"	" 100 "	2011	"Main Estimates"	"A"
"Ministry of Transport"	"Transport"	926	926	"Motor Vehicle Registration Recoveries"	"Non-Tax Revenue"	"No Functional Classification"	" 13,751 "	2006	"Actuals"	"A"
"Ministry of Transport"	"Transport"	926	926	"Motor Vehicle Registration Recoveries"	"Non-Tax Revenue"	"No Functional Classification"	" 12,932 "	2007	"Actuals"	"A"
"Ministry of Transport"	"Transport"	926	926	"Motor Vehicle Registration Recoveries"	"Non-Tax Revenue"	"No Functional Classification"	" 12,908 "	2008	"Actuals"	"A"
"Ministry of Transport"	"Transport"	926	926	"Motor Vehicle Registration Recoveries"	"Non-Tax Revenue"	"No Functional Classification"	" 11,545 "	2009	"Actuals"	"A"
"Ministry of Transport"	"Transport"	926	926	"Motor Vehicle Registration Recoveries"	"Non-Tax Revenue"	"No Functional Classification"	" 10,500 "	2010	"Estimated Actual"	"A"
"Ministry of Transport"	"Transport"	926	926	"Motor Vehicle Registration Recoveries"	"Non-Tax Revenue"	"No Functional Classification"	" 10,500 "	2011	"Main Estimates"	"A"
"Ministry of Transport"	"Transport"	9595	9595	"Northern Gateway Toll Road Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 2,315 "	2009	"Actuals"	"A"
"Ministry of Transport"	"Transport"	9595	9595	"Northern Gateway Toll Road Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 4,000 "	2010	"Estimated Actual"	"A"
"Ministry of Transport"	"Transport"	9595	9595	"Northern Gateway Toll Road Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 4,000 "	2011	"Main Estimates"	"A"
"Ministry of Transport"	"Transport"	9621	9621	"Motor Vehicle Registration fee-administration cost"	"Non-Tax Revenue"	"No Functional Classification"	" 44,454 "	2010	"Estimated Actual"	"A"
"Ministry of Transport"	"Transport"	9621	9621	"Motor Vehicle Registration fee-administration cost"	"Non-Tax Revenue"	"No Functional Classification"	" 45,838 "	2011	"Main Estimates"	"A"
"Ministry of Transport"	"Transport"	9622	9622	"Road User Charge transaction fee"	"Non-Tax Revenue"	"No Functional Classification"	" 13,782 "	2010	"Estimated Actual"	"A"
"Ministry of Transport"	"Transport"	9622	9622	"Road User Charge transaction fee"	"Non-Tax Revenue"	"No Functional Classification"	" 14,728 "	2011	"Main Estimates"	"A"
"Ministry of Transport"	"Transport"	3482	3482	"Repayment of Capital from Crown Entities"	"Capital Receipts"	"No Functional Classification"	" 11,639 "	2006	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1370	1370	"Deemed Values"	"Non-Tax Revenue"	"No Functional Classification"	" 10,568 "	2006	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1370	1370	"Deemed Values"	"Non-Tax Revenue"	"No Functional Classification"	" 10,877 "	2007	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1370	1370	"Deemed Values"	"Non-Tax Revenue"	"No Functional Classification"	" 10,853 "	2008	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1370	1370	"Deemed Values"	"Non-Tax Revenue"	"No Functional Classification"	" 5,590 "	2009	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1370	1370	"Deemed Values"	"Non-Tax Revenue"	"No Functional Classification"	" 2,500 "	2010	"Estimated Actual"	"A"
"Ministry of Fisheries"	"Fisheries"	1370	1370	"Deemed Values"	"Non-Tax Revenue"	"No Functional Classification"	" 2,500 "	2011	"Main Estimates"	"A"
"Ministry of Fisheries"	"Fisheries"	1371	1371	"Fisheries Revenue from Forfeitures"	"Non-Tax Revenue"	"No Functional Classification"	" 496 "	2006	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1371	1371	"Fisheries Revenue from Forfeitures"	"Non-Tax Revenue"	"No Functional Classification"	" 169 "	2007	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1371	1371	"Fisheries Revenue from Forfeitures"	"Non-Tax Revenue"	"No Functional Classification"	" 263 "	2008	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1371	1371	"Fisheries Revenue from Forfeitures"	"Non-Tax Revenue"	"No Functional Classification"	" 75 "	2009	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1371	1371	"Fisheries Revenue from Forfeitures"	"Non-Tax Revenue"	"No Functional Classification"	" 1,000 "	2010	"Estimated Actual"	"A"
"Ministry of Fisheries"	"Fisheries"	1371	1371	"Fisheries Revenue from Forfeitures"	"Non-Tax Revenue"	"No Functional Classification"	" 150 "	2011	"Main Estimates"	"A"
"Ministry of Fisheries"	"Fisheries"	1372	1372	"Fisheries Research Catch"	"Non-Tax Revenue"	"No Functional Classification"	" 348 "	2006	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1372	1372	"Fisheries Research Catch"	"Non-Tax Revenue"	"No Functional Classification"	" 16 "	2008	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1374	1374	"Sale of Quota Shares and ACE"	"Non-Tax Revenue"	"No Functional Classification"	" 14,343 "	2006	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1374	1374	"Sale of Quota Shares and ACE"	"Non-Tax Revenue"	"No Functional Classification"	" 3,541 "	2007	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1374	1374	"Sale of Quota Shares and ACE"	"Non-Tax Revenue"	"No Functional Classification"	" 1,615 "	2008	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1374	1374	"Sale of Quota Shares and ACE"	"Non-Tax Revenue"	"No Functional Classification"	" 645 "	2009	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1378	1378	"Cost Recovery"	"Non-Tax Revenue"	"No Functional Classification"	" 29,351 "	2006	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1378	1378	"Cost Recovery"	"Non-Tax Revenue"	"No Functional Classification"	" 30,323 "	2007	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1378	1378	"Cost Recovery"	"Non-Tax Revenue"	"No Functional Classification"	" 29,670 "	2008	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1378	1378	"Cost Recovery"	"Non-Tax Revenue"	"No Functional Classification"	" 27,857 "	2009	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1378	1378	"Cost Recovery"	"Non-Tax Revenue"	"No Functional Classification"	" 28,273 "	2010	"Estimated Actual"	"A"
"Ministry of Fisheries"	"Fisheries"	1378	1378	"Cost Recovery"	"Non-Tax Revenue"	"No Functional Classification"	" 33,273 "	2011	"Main Estimates"	"A"
"Ministry of Fisheries"	"Fisheries"	1379	1379	"Conservation Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 1,122 "	2006	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1379	1379	"Conservation Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 2,036 "	2007	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1379	1379	"Conservation Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 1,287 "	2008	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1379	1379	"Conservation Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 1,329 "	2009	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1379	1379	"Conservation Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 1,053 "	2010	"Estimated Actual"	"A"
"Ministry of Fisheries"	"Fisheries"	1379	1379	"Conservation Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 1,053 "	2011	"Main Estimates"	"A"
"Ministry of Fisheries"	"Fisheries"	5348	5348	"Doubtful Debts Recovered"	"Non-Tax Revenue"	"No Functional Classification"	" 117 "	2006	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	5348	5348	"Doubtful Debts Recovered"	"Non-Tax Revenue"	"No Functional Classification"	" 20 "	2007	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	5348	5348	"Doubtful Debts Recovered"	"Non-Tax Revenue"	"No Functional Classification"	" 61 "	2008	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	7527	7527	"Other Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 281 "	2006	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	7527	7527	"Other Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 506 "	2007	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	7527	7527	"Other Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 647 "	2008	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	7527	7527	"Other Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 141 "	2009	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	7527	7527	"Other Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 105 "	2010	"Estimated Actual"	"A"
"Ministry of Fisheries"	"Fisheries"	7527	7527	"Other Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 50 "	2011	"Main Estimates"	"A"
"Ministry of Fisheries"	"Fisheries"	7678	7678	"Infringement Notice Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 199 "	2006	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	7678	7678	"Infringement Notice Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 189 "	2007	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	7678	7678	"Infringement Notice Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 158 "	2008	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	7678	7678	"Infringement Notice Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 197 "	2009	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	7678	7678	"Infringement Notice Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 150 "	2010	"Estimated Actual"	"A"
"Ministry of Fisheries"	"Fisheries"	7678	7678	"Infringement Notice Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 125 "	2011	"Main Estimates"	"A"
"Ministry of Fisheries"	"Fisheries"	1381	1381	"Proceeds Quota Shares and ACE"	"Capital Receipts"	"No Functional Classification"	" 11,593 "	2006	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1381	1381	"Proceeds Quota Shares and ACE"	"Capital Receipts"	"No Functional Classification"	" 3,605 "	2007	"Actuals"	"A"
"Ministry of Fisheries"	"Fisheries"	1381	1381	"Proceeds Quota Shares and ACE"	"Capital Receipts"	"No Functional Classification"	" 100 "	2010	"Estimated Actual"	"A"
"Ministry of Fisheries"	"Fisheries"	1381	1381	"Proceeds Quota Shares and ACE"	"Capital Receipts"	"No Functional Classification"	" 100 "	2011	"Main Estimates"	"A"
"The Treasury"	"Crown Research Institutes"	5433	5433	"Dividends from Crown Research Institutes"	"Non-Tax Revenue"	"No Functional Classification"	" 18,000 "	2006	"Actuals"	"A"
"The Treasury"	"Crown Research Institutes"	5433	5433	"Dividends from Crown Research Institutes"	"Non-Tax Revenue"	"No Functional Classification"	" 803 "	2007	"Actuals"	"A"
"The Treasury"	"Crown Research Institutes"	5433	5433	"Dividends from Crown Research Institutes"	"Non-Tax Revenue"	"No Functional Classification"	" 887 "	2008	"Actuals"	"A"
"The Treasury"	"Crown Research Institutes"	5433	5433	"Dividends from Crown Research Institutes"	"Non-Tax Revenue"	"No Functional Classification"	" 9,303 "	2009	"Actuals"	"A"
"The Treasury"	"Crown Research Institutes"	5433	5433	"Dividends from Crown Research Institutes"	"Non-Tax Revenue"	"No Functional Classification"	" 9,730 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	6020	6020	"Unclaimed Money"	"Non-Tax Revenue"	"No Functional Classification"	" 373 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6020	6020	"Unclaimed Money"	"Non-Tax Revenue"	"No Functional Classification"	" 1,431 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	6020	6020	"Unclaimed Money"	"Non-Tax Revenue"	"No Functional Classification"	" 347 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	6020	6020	"Unclaimed Money"	"Non-Tax Revenue"	"No Functional Classification"	" 582 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6020	6020	"Unclaimed Money"	"Non-Tax Revenue"	"No Functional Classification"	" 500 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	6020	6020	"Unclaimed Money"	"Non-Tax Revenue"	"No Functional Classification"	" 500 "	2011	"Main Estimates"	"A"
"The Treasury"	"Finance"	6021	6021	"Capital Charge - Departments"	"Non-Tax Revenue"	"No Functional Classification"	" 1,308,228 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6021	6021	"Capital Charge - Departments"	"Non-Tax Revenue"	"No Functional Classification"	" 1,404,573 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	6021	6021	"Capital Charge - Departments"	"Non-Tax Revenue"	"No Functional Classification"	" 1,437,103 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	6021	6021	"Capital Charge - Departments"	"Non-Tax Revenue"	"No Functional Classification"	" 1,560,582 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6021	6021	"Capital Charge - Departments"	"Non-Tax Revenue"	"No Functional Classification"	" 1,686,211 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	6021	6021	"Capital Charge - Departments"	"Non-Tax Revenue"	"No Functional Classification"	" 1,742,135 "	2011	"Main Estimates"	"A"
"The Treasury"	"Finance"	6023	6023	"Contact Energy Ltd Crown Margin"	"Non-Tax Revenue"	"No Functional Classification"	" 3,869 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6023	6023	"Contact Energy Ltd Crown Margin"	"Non-Tax Revenue"	"No Functional Classification"	" 3,606 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	6023	6023	"Contact Energy Ltd Crown Margin"	"Non-Tax Revenue"	"No Functional Classification"	" 1,554 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	6023	6023	"Contact Energy Ltd Crown Margin"	"Non-Tax Revenue"	"No Functional Classification"	" 3,669 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6024	6024	"Dividends from Crown Entities"	"Non-Tax Revenue"	"No Functional Classification"	" 80,452 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6024	6024	"Dividends from Crown Entities"	"Non-Tax Revenue"	"No Functional Classification"	" 14,525 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	6024	6024	"Dividends from Crown Entities"	"Non-Tax Revenue"	"No Functional Classification"	" 10,301 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6024	6024	"Dividends from Crown Entities"	"Non-Tax Revenue"	"No Functional Classification"	" 1,471 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	6024	6024	"Dividends from Crown Entities"	"Non-Tax Revenue"	"No Functional Classification"	" 4,521 "	2011	"Main Estimates"	"A"
"The Treasury"	"Finance"	6025	6025	"Dividends from SOEs"	"Non-Tax Revenue"	"No Functional Classification"	" 1,073,109 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6025	6025	"Dividends from SOEs"	"Non-Tax Revenue"	"No Functional Classification"	" 603,685 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	6025	6025	"Dividends from SOEs"	"Non-Tax Revenue"	"No Functional Classification"	" 522,435 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	6025	6025	"Dividends from SOEs"	"Non-Tax Revenue"	"No Functional Classification"	" 275,815 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6025	6025	"Dividends from SOEs"	"Non-Tax Revenue"	"No Functional Classification"	" 810,548 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	6025	6025	"Dividends from SOEs"	"Non-Tax Revenue"	"No Functional Classification"	" 466,289 "	2011	"Main Estimates"	"A"
"The Treasury"	"Finance"	6026	6026	"Dividends - Other"	"Non-Tax Revenue"	"No Functional Classification"	" 2,848 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6026	6026	"Dividends - Other"	"Non-Tax Revenue"	"No Functional Classification"	" 2,681 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	6026	6026	"Dividends - Other"	"Non-Tax Revenue"	"No Functional Classification"	" 2,751 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	6026	6026	"Dividends - Other"	"Non-Tax Revenue"	"No Functional Classification"	" 3,320 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6026	6026	"Dividends - Other"	"Non-Tax Revenue"	"No Functional Classification"	" 2,810 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	6026	6026	"Dividends - Other"	"Non-Tax Revenue"	"No Functional Classification"	" 2,351 "	2011	"Main Estimates"	"A"
"The Treasury"	"Finance"	6027	6027	"Earthquake Commission Guarantee Fee"	"Non-Tax Revenue"	"No Functional Classification"	" 10,000 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6027	6027	"Earthquake Commission Guarantee Fee"	"Non-Tax Revenue"	"No Functional Classification"	" 10,000 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	6027	6027	"Earthquake Commission Guarantee Fee"	"Non-Tax Revenue"	"No Functional Classification"	" 10,000 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	6027	6027	"Earthquake Commission Guarantee Fee"	"Non-Tax Revenue"	"No Functional Classification"	" 10,000 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6027	6027	"Earthquake Commission Guarantee Fee"	"Non-Tax Revenue"	"No Functional Classification"	" 10,000 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	6027	6027	"Earthquake Commission Guarantee Fee"	"Non-Tax Revenue"	"No Functional Classification"	" 10,000 "	2011	"Main Estimates"	"A"
"The Treasury"	"Finance"	6028	6028	"Sale of Goods and Services"	"Non-Tax Revenue"	"No Functional Classification"	" 21,502 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6028	6028	"Sale of Goods and Services"	"Non-Tax Revenue"	"No Functional Classification"	" 10,504 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	6028	6028	"Sale of Goods and Services"	"Non-Tax Revenue"	"No Functional Classification"	" 7,815 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	6028	6028	"Sale of Goods and Services"	"Non-Tax Revenue"	"No Functional Classification"	" 2,355 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6030	6030	"Interest from Securities and Deposits"	"Non-Tax Revenue"	"No Functional Classification"	" 1,048,269 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6030	6030	"Interest from Securities and Deposits"	"Non-Tax Revenue"	"No Functional Classification"	" 1,044,300 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	6030	6030	"Interest from Securities and Deposits"	"Non-Tax Revenue"	"No Functional Classification"	" 760,013 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	6030	6030	"Interest from Securities and Deposits"	"Non-Tax Revenue"	"No Functional Classification"	" 386,620 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6030	6030	"Interest from Securities and Deposits"	"Non-Tax Revenue"	"No Functional Classification"	" 278,978 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	6030	6030	"Interest from Securities and Deposits"	"Non-Tax Revenue"	"No Functional Classification"	" 537,887 "	2011	"Main Estimates"	"A"
"The Treasury"	"Finance"	6032	6032	"Other Interest"	"Non-Tax Revenue"	"No Functional Classification"	" 7,459 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6032	6032	"Other Interest"	"Non-Tax Revenue"	"No Functional Classification"	" 13,880 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	6032	6032	"Other Interest"	"Non-Tax Revenue"	"No Functional Classification"	" 20,442 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	6032	6032	"Other Interest"	"Non-Tax Revenue"	"No Functional Classification"	" 29,472 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6032	6032	"Other Interest"	"Non-Tax Revenue"	"No Functional Classification"	" 565 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	6032	6032	"Other Interest"	"Non-Tax Revenue"	"No Functional Classification"	" 1,359 "	2011	"Main Estimates"	"A"
"The Treasury"	"Finance"	6033	6033	"Maui Gas Contracts"	"Non-Tax Revenue"	"No Functional Classification"	" 100,632 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6033	6033	"Maui Gas Contracts"	"Non-Tax Revenue"	"No Functional Classification"	" 50,939 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	6033	6033	"Maui Gas Contracts"	"Non-Tax Revenue"	"No Functional Classification"	" 37,439 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	6033	6033	"Maui Gas Contracts"	"Non-Tax Revenue"	"No Functional Classification"	" 11,018 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6033	6033	"Maui Gas Contracts"	"Non-Tax Revenue"	"No Functional Classification"	" 1,372 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	6034	6034	"Reserve Bank Surplus"	"Non-Tax Revenue"	"No Functional Classification"	" 139,284 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6034	6034	"Reserve Bank Surplus"	"Non-Tax Revenue"	"No Functional Classification"	" 410,000 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	6034	6034	"Reserve Bank Surplus"	"Non-Tax Revenue"	"No Functional Classification"	" 193,000 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	6034	6034	"Reserve Bank Surplus"	"Non-Tax Revenue"	"No Functional Classification"	" 168,000 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6034	6034	"Reserve Bank Surplus"	"Non-Tax Revenue"	"No Functional Classification"	" 630,000 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	6036	6036	"Other Current Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 18,506 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6036	6036	"Other Current Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 5,944 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	6036	6036	"Other Current Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 4,759 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	6036	6036	"Other Current Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 57,163 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6036	6036	"Other Current Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 2,821 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	6036	6036	"Other Current Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 324,670 "	2011	"Main Estimates"	"A"
"The Treasury"	"Finance"	6037	6037	"Rentals from Crown Overseas Properties"	"Non-Tax Revenue"	"No Functional Classification"	" 15,535 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6037	6037	"Rentals from Crown Overseas Properties"	"Non-Tax Revenue"	"No Functional Classification"	" 14,991 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	6037	6037	"Rentals from Crown Overseas Properties"	"Non-Tax Revenue"	"No Functional Classification"	" 14,218 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	6037	6037	"Rentals from Crown Overseas Properties"	"Non-Tax Revenue"	"No Functional Classification"	" 14,049 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6037	6037	"Rentals from Crown Overseas Properties"	"Non-Tax Revenue"	"No Functional Classification"	" 12,300 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	6037	6037	"Rentals from Crown Overseas Properties"	"Non-Tax Revenue"	"No Functional Classification"	" 14,500 "	2011	"Main Estimates"	"A"
"The Treasury"	"Finance"	7530	7530	"Export Credit Office"	"Non-Tax Revenue"	"No Functional Classification"	" 150 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	7530	7530	"Export Credit Office"	"Non-Tax Revenue"	"No Functional Classification"	" 147 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	7530	7530	"Export Credit Office"	"Non-Tax Revenue"	"No Functional Classification"	" 1,515 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	7530	7530	"Export Credit Office"	"Non-Tax Revenue"	"No Functional Classification"	" 2,494 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	7530	7530	"Export Credit Office"	"Non-Tax Revenue"	"No Functional Classification"	" 3,067 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	7530	7530	"Export Credit Office"	"Non-Tax Revenue"	"No Functional Classification"	" 9,367 "	2011	"Main Estimates"	"A"
"The Treasury"	"Finance"	7575	7575	"Employers' Superannuation Contributions"	"Non-Tax Revenue"	"No Functional Classification"	" 61,562 "	2006	"Actuals"	"A"
