"Department"	"Vote"	"App id"	"MCOA id"	"Description"	"Appropriation Type"	"Output Expense Type"	"Functional Classification"	"Amount ($000)"	"Year"	"Amount_Type_Desc"	"Periodicity"	"Curr_Mains_Scope"
"Ministry of Economic Development"	"Commerce"	7667	7667	"Enforcement of Dairy Sector Regulation"	"Non-Departmental Output Expenses"		"Core Government Services"	485	2010	"Actuals"	"A"	"Commerce Commission funding for dispute resolution relating to and enforcement of the Dairy Industry Restructuring Act 2001 and related regulations. "
"Ministry of Economic Development"	"Commerce"	7667	7667	"Enforcement of Dairy Sector Regulation"	"Non-Departmental Output Expenses"		"Core Government Services"	580	2011	"Estimated Actual"	"A"	"Commerce Commission funding for dispute resolution relating to and enforcement of the Dairy Industry Restructuring Act 2001 and related regulations. "
"Ministry of Economic Development"	"Commerce"	7667	7667	"Enforcement of Dairy Sector Regulation"	"Non-Departmental Output Expenses"		"Core Government Services"	905	2012	"Main Estimates"	"A"	"Commerce Commission funding for dispute resolution relating to and enforcement of the Dairy Industry Restructuring Act 2001 and related regulations. "
"Ministry of Economic Development"	"Commerce"	8625	8625	"Statutory Management - CH Finance Limited and Others - Payment of Statutory Managers"	"Non-Departmental Output Expenses"	"Permanent Legislative Authority"	"Other Economic"	236	2007	"Actuals"	"A"	"This is a Permanent Legislative Authority to provide statutory management within the scope of section 63(3) of the Corporations (Investigation and Management) Act 1989."
"Ministry of Economic Development"	"Commerce"	8625	8625	"Statutory Management - CH Finance Limited and Others - Payment of Statutory Managers"	"Non-Departmental Output Expenses"	"Permanent Legislative Authority"	"Other Economic"	75	2008	"Actuals"	"A"	"This is a Permanent Legislative Authority to provide statutory management within the scope of section 63(3) of the Corporations (Investigation and Management) Act 1989."
"Ministry of Economic Development"	"Commerce"	9561	9561	"Regulation of Electricity Lines Businesses"	"Non-Departmental Output Expenses"		"Other Economic"	2762	2010	"Actuals"	"A"	"This appropriation is limited to the regulation of electricity lines businesses and Transpower under Part 4 of the Commerce Act 1986 and residual administration of the repealed Part 4A of the Commerce Act 1986."
"Ministry of Economic Development"	"Commerce"	9561	9561	"Regulation of Electricity Lines Businesses"	"Non-Departmental Output Expenses"		"Other Economic"	4104	2011	"Estimated Actual"	"A"	"This appropriation is limited to the regulation of electricity lines businesses and Transpower under Part 4 of the Commerce Act 1986 and residual administration of the repealed Part 4A of the Commerce Act 1986."
"Ministry of Economic Development"	"Commerce"	9561	9561	"Regulation of Electricity Lines Businesses"	"Non-Departmental Output Expenses"		"Other Economic"	4167	2012	"Main Estimates"	"A"	"This appropriation is limited to the regulation of electricity lines businesses and Transpower under Part 4 of the Commerce Act 1986 and residual administration of the repealed Part 4A of the Commerce Act 1986."
"Ministry of Economic Development"	"Commerce"	9562	9562	"Input Methodologies"	"Non-Departmental Output Expenses"		"Other Economic"	4910	2010	"Actuals"	"A"	"This appropriation is limited to the development, implementation, monitoring and administration of input methodologies relating to regulated businesses as prescribed under Part 4 of the Commerce Act 1986."
"Ministry of Economic Development"	"Commerce"	9562	9562	"Input Methodologies"	"Non-Departmental Output Expenses"		"Other Economic"	3293	2011	"Estimated Actual"	"A"	"This appropriation is limited to the development, implementation, monitoring and administration of input methodologies relating to regulated businesses as prescribed under Part 4 of the Commerce Act 1986."
"Ministry of Economic Development"	"Commerce"	9562	9562	"Input Methodologies"	"Non-Departmental Output Expenses"		"Other Economic"	355	2012	"Main Estimates"	"A"	"This appropriation is limited to the development, implementation, monitoring and administration of input methodologies relating to regulated businesses as prescribed under Part 4 of the Commerce Act 1986."
"Ministry of Economic Development"	"Commerce"	9563	9563	"Regulation of Airport Services"	"Non-Departmental Output Expenses"		"Transport and Communications"	687	2010	"Actuals"	"A"	"This appropriation is limited to the regulation of specified airport services provided by Auckland, Wellington and Christchurch International Airports, under Part 4 of the Commerce Act 1986."
"Ministry of Economic Development"	"Commerce"	9563	9563	"Regulation of Airport Services"	"Non-Departmental Output Expenses"		"Transport and Communications"	718	2011	"Estimated Actual"	"A"	"This appropriation is limited to the regulation of specified airport services provided by Auckland, Wellington and Christchurch International Airports, under Part 4 of the Commerce Act 1986."
"Ministry of Economic Development"	"Commerce"	9563	9563	"Regulation of Airport Services"	"Non-Departmental Output Expenses"		"Transport and Communications"	400	2012	"Main Estimates"	"A"	"This appropriation is limited to the regulation of specified airport services provided by Auckland, Wellington and Christchurch International Airports, under Part 4 of the Commerce Act 1986."
"Ministry of Economic Development"	"Commerce"	9564	9564	"Regulation of Natural Gas Services"	"Non-Departmental Output Expenses"		"Fuel and Energy"	1441	2010	"Actuals"	"A"	"This appropriation is limited to the regulation of natural gas services under Part 4 of the Commerce Act 1986 and ongoing administration of the Part 5 control regime over the gas pipeline services of Powerco and Vector."
"Ministry of Economic Development"	"Commerce"	9564	9564	"Regulation of Natural Gas Services"	"Non-Departmental Output Expenses"		"Fuel and Energy"	2146	2011	"Estimated Actual"	"A"	"This appropriation is limited to the regulation of natural gas services under Part 4 of the Commerce Act 1986 and ongoing administration of the Part 5 control regime over the gas pipeline services of Powerco and Vector."
"Ministry of Economic Development"	"Commerce"	9564	9564	"Regulation of Natural Gas Services"	"Non-Departmental Output Expenses"		"Fuel and Energy"	1300	2012	"Main Estimates"	"A"	"This appropriation is limited to the regulation of natural gas services under Part 4 of the Commerce Act 1986 and ongoing administration of the Part 5 control regime over the gas pipeline services of Powerco and Vector."
"Ministry of Economic Development"	"Commerce"	9617	9617	"Regulation of Anti-Money Laundering and Countering Financing of Terrorism"	"Non-Departmental Output Expenses"		"Core Government Services"	1920	2010	"Actuals"	"A"	"This appropriation is limited to the supervision, by the Securities Commission, of the financial sector in relation to anti-money laundering and countering financing of terrorism"
"Ministry of Economic Development"	"Commerce"	9617	9617	"Regulation of Anti-Money Laundering and Countering Financing of Terrorism"	"Non-Departmental Output Expenses"		"Core Government Services"	2441	2011	"Estimated Actual"	"A"	"This appropriation is limited to the supervision, by the Securities Commission, of the financial sector in relation to anti-money laundering and countering financing of terrorism"
"Ministry of Economic Development"	"Commerce"	9707	9707	"Regulation of Auditors"	"Non-Departmental Output Expenses"		"Core Government Services"	400	2012	"Main Estimates"	"A"	"This appropriation is limited to the oversight and regulation of professional accounting bodies, auditing firms and auditors for the purpose of promoting audit quality."
"Ministry of Economic Development"	"Commerce"	9735	9735	"Financial Advisers and Financial Service Providers"	"Non-Departmental Output Expenses"		"Other Economic"	4921	2011	"Estimated Actual"	"A"	"This appropriation is limited to the performance of statutory functions by the Securities Commission in its role as regulator of financial advisers and financial service providers."
